ADC_Maestria,Suporte_Maestria,ADC,Suporte,Frequencia
Baixa,Baixa,Veigar,Soraka,1764
Baixa,Baixa,Xayah,Alistar,16068
Baixa,Baixa,Xayah,Bard,8268
Baixa,Baixa,Xayah,Braum,20592
Baixa,Baixa,Xayah,Lulu,52104
Baixa,Baixa,Xayah,Nautilus,59280
Baixa,Baixa,Xayah,Rakan,21372
Baixa,Baixa,Xayah,Soraka,13104
Baixa,Baixa,Xayah,Thresh,70668
Baixa,Baixa,Yasuo,Ivern,48
Baixa,Baixa,Zeri,Braum,16896
Baixa,Baixa,Zeri,Janna,10624
Baixa,Baixa,Zeri,Karma,19840
Baixa,Baixa,Zeri,Leona,16000
Baixa,Baixa,Zeri,Lulu,42752
Baixa,Baixa,Zeri,Nami,38144
Baixa,Baixa,Zeri,Neeko,3712
Baixa,Baixa,Zeri,Pyke,8192
Baixa,Baixa,Zeri,Renata,9472
Baixa,Baixa,Zeri,Soraka,10752
Baixa,Baixa,Zeri,Taric,1536
Baixa,Baixa,Zeri,Thresh,19328
Baixa,Baixa,Zeri,Xerath,4352
Baixa,Baixa,Zeri,Yuumi,4864
Baixa,Baixa,Ziggs,Alistar,9991
Baixa,Baixa,Ziggs,Hwei,3589
Baixa,Baixa,Ziggs,Morgana,8245
Baixa,Baixa,Ziggs,Rell,11640
Baixa,Baixa,Ziggs,Soraka,8148
Baixa,Baixa,Ziggs,TahmKench,4268
Baixa,Baixa,Ziggs,Thresh,14647
